Company,Name,YearOfManufacture,Status,Body,DistanceUsed,Doors,Seats,FuelType,FuelAmount,GearBox,Drivetrain,FuelConsumption,Price
Kia, Kia Morning LX - 2016,2016,used,Hatchback,0,5,5,Xăng,1.25,Số tay,FWD - Dẫn động cầu trước,null,173000000
BMW, BMW 3 Series 320i - 2013,2013,used,Sedan,55000,4,5,Xăng,null,Số tự động,RFD - Dẫn động cầu sau,8,500000000
Toyota, Toyota Camry 2.4G - 2003,2003,used,Sedan,0,4,5,Xăng,2.4,Số tay,FWD - Dẫn động cầu trước,null,190000000
Toyota, Toyota Yaris G 1.5 AT - 2023,2023,new,Hatchback,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,684000000
Mitsubishi, Mitsubishi Xpander 1.5 AT - 2020,2020,used,SUV,69000,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,535000000
VinFast, VinFast Fadil 1.4 AT Plus - 2021,2021,used,Hatchback,33000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,340000000
Mazda, Mazda CX5 2.5 AT 2WD - 2018,2018,used,SUV,0,5,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,615000000
BMW, BMW 3 Series 320i Sport Line - 2023,2023,new,Sedan,0,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1399000000
Toyota, Toyota Corolla Cross 1.8V - 2023,2023,new,SUV,0,5,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,null,830000000
Mercedes, Mercedes Benz C class C300 AMG - 2013,2013,used,Sedan,76000,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,8,535000000
Lincoln, Lincoln Navigator Black Label - 2020,2020,used,SUV,0,5,7,Xăng,3.5,Số tự động,4WD - Dẫn động 4 bánh,null,7900000000
Toyota, Toyota Fortuner 2.7V 4x2 AT - 2022,2022,new,SUV,0,5,7,Xăng,2.7,Số tự động,RFD - Dẫn động cầu sau,null,1195000000
Mazda, Mazda 3 S 1.6 AT - 2014,2014,used,Sedan,80000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,375000000
Isuzu, Isuzu Dmax LS 3.0 4x2 MT - 2010,2010,used,Bán tải ,200000,4,5,Dầu,3.0,Số tay,RFD - Dẫn động cầu sau,8,289000000
Isuzu, Isuzu QKR 230 - 2023,2023,new,Truck,0,2,3,Dầu,null,Số tay,RFD - Dẫn động cầu sau,null,510000000
Ford, Ford Ranger XLS 2.2L 4x2 AT - 2020,2020,used,Bán tải ,58140,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,null,585000000
Mazda, Mazda CX5 2.0 AT AWD - 2015,2015,used,SUV,70000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,590000000
Hyundai, Hyundai Tucson 2.0 AT Đặc biệt - 2023,2023,new,Crossover,0,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,916000000
Hyundai, Hyundai SantaFe Premium 2.2L HTRAC - 2020,2020,used,SUV,48000,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,null,895000000
Honda, Honda CRV 2.4 AT - 2013,2013,used,SUV,90000,5,5,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,null,430000000
Kia, Kia Cerato 2.0 AT Premium - 2020,2020,used,Sedan,48000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,8,545000000
Kia, Kia Cerato 1.6 AT - 2018,2018,used,Sedan,56000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,7,485000000
Toyota, Toyota Highlander 2.4 - 2006,2006,used,SUV,55000,5,7,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,null,439000000
Ford, Ford Fiesta S 1.0AT Ecoboost - 2016,2016,used,Hatchback,42000,5,5,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,6,379000000
Toyota, Toyota Corolla Cross 1.8G - 2023,2023,new,SUV,0,5,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,6,720000000
VinFast, VinFast VF8 Plus - 2023,2023,new,SUV,0,5,5,Điện,0.2,Số tự động,AWD - 4 bánh toàn thời gian,null,957000000
Mitsubishi, Mitsubishi Pajero Sport D 4x2 MT - 2017,2017,used,SUV,70000,5,7,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,7,500000000
Mercedes, Mercedes Benz C class C200 Avantgarde - 2022,2022,used,Sedan,99,4,5,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,null,1550000000
Honda, Honda City L 1.5 AT - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,495000000
Toyota, Toyota Corolla altis 1.8G MT - 2008,2008,used,Sedan,150000,4,5,Xăng,1.8,Số tay,FWD - Dẫn động cầu trước,null,245000000
Ford, Ford Ranger XLT 2.2L 4x4 MT - 2014,2014,used,Bán tải ,155000,4,5,Dầu,2.2,Số tay,4WD - Dẫn động 4 bánh,null,335000000
Honda, Honda Civic 1.8 AT - 2008,2008,used,Sedan,0,4,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,8,255000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2023,2023,new,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,2639000000
Lamborghini, Lamborghini Urus 4.0 V8 - 2022,2022,new,SUV,0,5,4,Xăng,4.0,Số tự động,AWD - 4 bánh toàn thời gian,15,22500000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2023,2023,new,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,2799000000
LandRover, LandRover Range Rover Velar R-Dynamic S 2.0 - 2022,2022,new,SUV,0,4,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,4729000000
Ford, Ford Everest Titanium 2.0L 4x2 AT - 2020,2020,used,SUV,21000,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1080000000
Volvo, Volvo XC90 Ultimate - 2023,2023,new,SUV,0,5,7,Xăng,null,Số tự động,AWD - 4 bánh toàn thời gian,null,4050000000
Mazda, Mazda CX5 Premium 2.0 AT - 2023,2023,new,SUV,0,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,8,809000000
Toyota, Toyota Yaris 1.3 AT - 2010,2010,used,Sedan,150000,4,5,Xăng,1.3,Số tự động,FWD - Dẫn động cầu trước,null,315000000
Hyundai, Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,new,Sedan,0,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,502000000
VinFast, VinFast VF e34 AT - 2023,2023,new,Crossover,0,5,5,Điện,0.1,Số tự động,FWD - Dẫn động cầu trước,null,495000000
Toyota, Toyota RAV4 3.5L AWD - 2007,2007,used,Van,99000,5,7,Xăng,null,Số tự động,4WD hoặc AWD,11,379000000
Hyundai, Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,new,Sedan,0,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,7,505000000
Volvo, Volvo XC60 Recharge T8 AWD - 2023,2023,new,SUV,0,5,5,Hybrid,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,2890000000
Hyundai, Hyundai SantaFe Premium 2.2L HTRAC - 2020,2020,used,SUV,0,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,null,975000000
Kia, Kia Morning S AT - 2018,2018,used,Hatchback,42000,5,5,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,null,325000000
Mercedes, Mercedes Benz S class S450L - 2019,2019,used,Sedan,35000,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,2980000000
Ford, Ford Everest 2.5L 4x2 MT - 2014,2014,used,SUV,0,5,8,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,null,445000000
Toyota, Toyota Fortuner 2.7V 4x2 AT - 2019,2019,used,SUV,40000,5,8,Xăng,2.7,Số tự động,RFD - Dẫn động cầu sau,null,850000000
Mazda, Mazda CX5 SIGNATURE 4x4 - 2020,2020,used,SUV,15700,5,5,Xăng,null,Số tự động,4WD - Dẫn động 4 bánh,null,835000000
Porsche, Porsche Macan 2.0 - 2022,2022,used,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,3595000000
Ford, Ford Fiesta 1.6 AT - 2012,2012,used,Sedan,10000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,256000000
Kia, Kia Carens S SX 2.0 MT - 2014,2014,used,Crossover,80000,5,7,Xăng,2.0,Số tay,FWD - Dẫn động cầu trước,null,286000000
VinFast, VinFast Fadil 1.4 AT - 2019,2019,used,Hatchback,13000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,325000000
Kia, Kia Morning MT - 2020,2020,used,Hatchback,50000,5,5,Xăng,1.25,Số tay,FWD - Dẫn động cầu trước,null,252000000
Mazda, Mazda 2 1.5 AT - 2016,2016,used,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,358000000
Ford, Ford Fiesta Titanium 1.5 AT - 2015,2015,used,Sedan,100000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,1,280000000
VinFast, VinFast VF5 Plus - 2023,2023,new,SUV,0,5,5,Điện,null,Số tự động,FWD - Dẫn động cầu trước,null,458000000
Toyota, Toyota Camry LE 2.5 - 2010,2010,used,Sedan,90000,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,555000000
Ford, Ford Everest Sport 2.0L 4x2 AT - 2021,2021,used,SUV,36000,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,null,920000000
Lexus, Lexus GX 470 - 2007,2007,used,SUV,0,5,7,Xăng,4.7,Số tự động,AWD - 4 bánh toàn thời gian,null,835000000
BMW, BMW X6 xDrive35i - 2017,2017,used,SUV,56000,5,5,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1990000000
Toyota, Toyota Zace GL - 2005,2005,used,SUV,100000,5,8,Xăng,1.8,Số tay,RFD - Dẫn động cầu sau,8,199000000
Toyota, Toyota Camry GLi 2.2 - 2002,2002,used,Sedan,160000,4,5,Xăng,2.2,Số tay,FWD - Dẫn động cầu trước,null,195000000
Toyota, Toyota Camry 2.4G - 2010,2010,used,Sedan,100000,4,5,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,8,440000000
Hyundai, Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,new,SUV,0,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,null,1215000000
VinFast, VinFast Lux A 2.0 Premium 2.0 AT - 2021,2021,used,Sedan,19999,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,699000000
Mazda, Mazda CX5 2.0 AT - 2018,2018,used,SUV,65000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,698000000
Hyundai, Hyundai Accent 1.4 AT - 2011,2011,used,Sedan,120000,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,280000000
Audi, Audi A6 2.0T - 2009,2009,used,Sedan,0,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,405000000
Suzuki, Suzuki Swift Special - 2016,2016,used,Hatchback,50000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,368000000
Toyota, Toyota Land Cruiser 3.5 V6 - 2023,2023,new,SUV,0,5,7,Xăng,3.4,Số tự động,AWD - 4 bánh toàn thời gian,null,4297000000
Toyota, Toyota Fortuner 2.7V 4x2 AT - 2012,2012,used,SUV,65000,5,8,Xăng,2.7,Số tự động,RFD - Dẫn động cầu sau,9,500000000
Ford, Ford Ranger Wildtrak 3.2L 4x4 AT - 2017,2017,used,Bán tải ,100000,4,5,Dầu,3.2,Số tự động,4WD - Dẫn động 4 bánh,null,595000000
Audi, Audi A4 2.0 TFSI - 2016,2016,used,Sedan,52000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,8,899000000
Mercedes, Mercedes Benz E class E200 Exclusive - 2022,2022,used,Sedan,8300,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,10,2099000000
Hyundai, Hyundai Accent 1.4 AT - 2021,2021,used,Sedan,3000,4,4,Xăng,null,Số tay,FWD - Dẫn động cầu trước,8,476000000
Ford, Ford Ranger Raptor 2.0L 4x4 AT - 2019,2019,used,Bán tải ,40000,4,5,Dầu,2.0,Số tự động,4WD - Dẫn động 4 bánh,null,890000000
Kia, Kia Morning Si MT - 2016,2016,used,Hatchback,90000,5,5,Xăng,1.25,Số tay,FWD - Dẫn động cầu trước,null,238000000
Chevrolet, Chevrolet Colorado LTZ 2.5L 4x4 AT - 2018,2018,used,Bán tải ,80000,4,5,Dầu,2.5,Số tự động,4WD - Dẫn động 4 bánh,7,505000000
MG, MG 5 Luxury 1.5 AT - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,513000000
Mitsubishi, Mitsubishi Attrage 1.2 CVT - 2021,2021,used,Sedan,20000,4,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,null,425000000
Toyota, Toyota Fortuner 2.7V 4x4 AT - 2014,2014,used,SUV,100000,5,8,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,null,540000000
Lexus, Lexus ES 250 - 2017,2017,used,Sedan,38000,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,1479000000
Lexus, Lexus GX 460 - 2015,2015,used,SUV,0,5,7,Xăng,4.6,Số tự động,AWD - 4 bánh toàn thời gian,null,2790000000
Toyota, Toyota Land Cruiser 3.5 V6 - 2022,2022,new,SUV,0,5,7,Xăng,3.4,Số tự động,AWD - 4 bánh toàn thời gian,null,5100000000
Ford, Ford Explorer Limited 2.3L EcoBoost - 2023,2023,new,SUV,0,5,7,Xăng,2.3,Số tự động,AWD - 4 bánh toàn thời gian,9,2215000000
Ford, Ford EcoSport Ambiente 1.5L MT - 2020,2020,used,SUV,55000,5,5,Xăng,1.5,Số tay,FWD - Dẫn động cầu trước,6,430000000
Ford, Ford Territory Titanium 1.5 AT - 2023,2023,new,SUV,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,7,835000000
Mercedes, Mercedes Benz GLC 200 - 2021,2021,used,SUV,2000,5,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1599000000
Ford, Ford Ranger Wildtrak 3.2L 4x4 AT - 2016,2016,used,Bán tải ,90000,4,5,Dầu,3.2,Số tự động,4WD - Dẫn động 4 bánh,null,599000000
Ford, Ford Ranger Wildtrak 3.2L 4x4 AT - 2016,2016,used,Bán tải ,70000,4,5,Dầu,3.2,Số tự động,4WD - Dẫn động 4 bánh,null,620000000
Kia, Kia Frontier - 2019,2019,used,Truck,0,2,2,Dầu,null,Số tay,RFD - Dẫn động cầu sau,null,279000000
Toyota, Toyota Hilux 2.8L 4x4 AT - 2021,2021,used,Bán tải ,0,4,5,Dầu,2.8,Số tự động,4WD - Dẫn động 4 bánh,null,880000000
Ford, Ford Ranger XLS 2.2L 4x2 AT - 2016,2016,used,Bán tải ,0,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,null,505000000
Kia, Kia Cerato 2.0 AT Premium - 2020,2020,used,Sedan,60000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,7,575000000
Hyundai, Hyundai Avante 2.0 AT - 2010,2010,used,Sedan,101010,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,07,325000000
Ford, Ford Ranger XLS 2.2L 4x2 AT - 2018,2018,used,Bán tải ,51839,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,7,569000000
Lexus, Lexus GX 470 - 2007,2007,used,SUV,120000,5,7,Xăng,4.7,Số tự động,AWD - 4 bánh toàn thời gian,13,860000000
Hyundai, Hyundai Kona 2.0 ATH - 2020,2020,used,Crossover,33000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,595000000
LandRover, LandRover Range Rover Autobiography 5.0 - 2010,2010,used,SUV,90000,5,5,Xăng,5.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1299000000
Toyota, Toyota Zace GL - 2005,2005,used,SUV,140000,5,8,Xăng,1.8,Số tay,RFD - Dẫn động cầu sau,8,225000000
VinFast, VinFast Lux SA 2.0 Premium 2.0 AT - 2019,2019,used,SUV,68000,5,7,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,780000000
Mitsubishi, Mitsubishi Xpander Cross 1.5 AT - 2021,2021,used,SUV,31000,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,589000000
Honda, Honda Civic RS 1.5 AT - 2020,2020,used,Sedan,20000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,765000000
Ford, Ford Ranger XLT 2.2L 4x4 AT - 2019,2019,used,Bán tải ,45000,4,5,Dầu,2.2,Số tự động,4WD - Dẫn động 4 bánh,7,599000000
Mercedes, Mercedes Benz Sprinter 313 - 2009,2009,used,Van,250000,4,6,Dầu,2.2,Số tay,RFD - Dẫn động cầu sau,null,250000000
Kia, Kia Morning AT - 2020,2020,used,Hatchback,35000,5,5,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,null,309000000
Toyota, Toyota Corona - 2018,2018,used,Sedan,49300,4,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,null,580000000
Mazda, Mazda BT50 2.2L 4x2 AT - 2015,2015,used,Bán tải ,68000,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,7,410000000
Kia, Kia Seltos Premium 1.4 AT - 2021,2021,used,Crossover,14000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,720000000
Hyundai, Hyundai Genesis BH330 - 2011,2011,used,Sedan,85272,4,4,Xăng,3.3,Số tự động,RFD - Dẫn động cầu sau,9,420000000
Ford, Ford Everest 2.5L 4x2 AT - 2014,2014,used,SUV,80000,5,8,Dầu,2.5,Số tự động,RFD - Dẫn động cầu sau,6,538000000
Hyundai, Hyundai Tucson 2.0 AT Tiêu chuẩn - 2023,2023,new,Crossover,0,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,820000000
Volvo, Volvo XC90 Recharge Ultimate T8 - 2023,2023,new,SUV,0,5,7,Xăng,null,Số tự động,AWD - 4 bánh toàn thời gian,null,4650000000
Hyundai, Hyundai i10 Grand 1.2 AT - 2020,2020,used,Hatchback,18000,5,5,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,6,375000000
Mercedes, Mercedes Benz C class C200 Avantgarde - 2022,2022,used,Sedan,2000,4,5,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,null,1550000000
Ford, Ford Everest 2.5L 4x2 AT - 2015,2015,used,SUV,108000,5,8,Dầu,2.5,Số tự động,RFD - Dẫn động cầu sau,null,525000000
Hyundai, Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2022,2022,used,Crossover,12500,5,5,Dầu,2.0,Số tự động,FWD - Dẫn động cầu trước,null,999000000
Hyundai, Hyundai Tucson 2.0 ATH - 2020,2020,used,Crossover,30000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,799000000
Kia, Kia Carens EXMT - 2016,2016,used,Crossover,90000,5,7,Xăng,2.0,Số tay,FWD - Dẫn động cầu trước,null,310000000
Mazda, Mazda 3 1.5L Deluxe - 2021,2021,used,Sedan,12345,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,590000000
Toyota, Toyota Camry 2.0Q - 2022,2022,used,Sedan,13000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,1150000000
Toyota, Toyota Corolla altis 1.8G AT - 2013,2013,used,Sedan,70000,4,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,null,399000000
VinFast, VinFast Lux A 2.0 2.0 AT - 2020,2020,used,Sedan,60000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,7,560000000
Honda, Honda CRV 2.0 AT - 2010,2010,used,SUV,0,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,7,345000000
Mazda, Mazda 3 1.5 AT - 2015,2015,used,Sedan,55000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,415000000
Porsche, Porsche Macan 2.0 - 2021,2021,used,SUV,14000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,3599000000
Mercedes, Mercedes Benz C class C300 AMG - 2019,2019,used,Sedan,30000,5,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1339000000
Mercedes, Mercedes Benz C class C200 - 2018,2018,used,Sedan,38000,4,5,Hybrid,1.5,Số tự động,RFD - Dẫn động cầu sau,null,999000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2021,2021,used,SUV,25000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1999000000
Hyundai, Hyundai Accent 1.4 MT - 2022,2022,new,Sedan,0,4,5,Xăng,1.4,Số tay,FWD - Dẫn động cầu trước,null,422000000
Honda, Honda City 1.5 - 2019,2019,used,Sedan,60000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,438000000
Chevrolet, Chevrolet Colorado LTZ 2.5L 4x4 AT - 2018,2018,used,Bán tải ,0,4,5,Dầu,2.5,Số tự động,4WD - Dẫn động 4 bánh,null,540000000
Peugeot, Peugeot 2008 Active 1.2 AT - 2022,2022,used,Crossover,38000,5,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,null,755000000
Hyundai, Hyundai i10 1.2 AT - 2023,2023,new,Hatchback,0,5,5,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,null,403000000
Mercedes, Mercedes Benz GLC 200 - 2019,2019,used,SUV,71000,5,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1190000000
Toyota, Toyota Corolla altis 1.8 G MT - 2003,2003,used,Sedan,120000,4,5,Xăng,null,Số tay,FWD - Dẫn động cầu trước,null,168000000
Toyota, Toyota Corolla XLi 1.6 - 2011,2011,used,Sedan,80000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,6,375000000
Peugeot, Peugeot 3008 Allure 1.6 AT - 2020,2020,used,Crossover,40000,5,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,850000000
VinFast, VinFast Fadil 1.4 AT Plus - 2021,2021,used,Hatchback,25000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,5,350000000
Chevrolet, Chevrolet Colorado LT 2.5L 4x2 AT - 2019,2019,used,Bán tải ,40000,4,5,Dầu,2.5,Số tự động,RFD - Dẫn động cầu sau,null,500000000
Lexus, Lexus RX 350 - 2020,2020,used,SUV,50000,5,5,Xăng,3.5,Số tự động,AWD - 4 bánh toàn thời gian,null,3550000000
Suzuki, Suzuki Carry Pro - 2019,2019,used,Truck,60000,4,2,Xăng,1.5,Số tay,RFD - Dẫn động cầu sau,null,235000000
Honda, Honda Civic 2.0 AT - 2008,2008,used,Sedan,13000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,6,276000000
Ford, Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.0,Số tự động,4WD - Dẫn động 4 bánh,7,905000000
Hyundai, Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,new,SUV,0,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,8,1275000000
BMW, BMW X5 xDrive40i - 2019,2019,used,SUV,14000,5,7,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,3480000000
Hyundai, Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,new,SUV,0,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,7,1270000000
LandRover, LandRover Range Rover SVAutobiography LWB 3.0 I6 - 2021,2021,used,SUV,10000,5,4,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,11666000000
Toyota, Toyota Vios 1.5G - 2018,2018,used,Sedan,45000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,418000000
Ford, Ford Ranger Wildtrak 3.2L 4x4 AT - 2017,2017,used,Bán tải ,86000,4,5,Dầu,3.2,Số tự động,4WD - Dẫn động 4 bánh,null,695000000
Hyundai, Hyundai i20 1.4 AT - 2009,2009,used,Hatchback,0,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,239000000
Honda, Honda Brio RS - 2021,2021,used,Hatchback,0,5,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,null,459000000
Toyota, Toyota Yaris 1.3 AT - 2010,2010,used,Sedan,0,4,5,Xăng,1.3,Số tự động,FWD - Dẫn động cầu trước,7,267000000
Nissan, Nissan Navara SL 2.5MT 4WD - 2015,2015,used,Bán tải ,8,4,5,Dầu,2.5,Số tay,4WD - Dẫn động 4 bánh,7,385000000
Toyota, Toyota Camry 2.5Q - 2020,2020,used,Sedan,25000,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,995000000
Hyundai, Hyundai i10 Grand 1.2 AT - 2019,2019,used,Hatchback,0,5,5,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,5,399000000
Porsche, Porsche Cayenne 3.0 V6 - 2018,2018,used,SUV,20000,5,5,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,4900000000
Isuzu, Isuzu MU-X B7 1.9 4X2 MT - 2022,2022,new,SUV,0,5,7,Dầu,1.9,Số tay,RFD - Dẫn động cầu sau,6,850000000
Kia, Kia Cerato 1.6 AT - 2017,2017,used,Sedan,70007,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,7,470000000
Mercedes, Mercedes Benz S class S450L - 2018,2018,used,Sedan,68000,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,2888000000
Toyota, Toyota Avanza Premio 1.5 AT - 2023,2023,new,SUV,0,5,7,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,7,598000000
Ford, Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,null,640000000
Toyota, Toyota Hiace Van 2.4 - 2002,2002,used,Van,0,4,6,Xăng,2.4,Số tay,RFD - Dẫn động cầu sau,null,115000000
Hyundai, Hyundai i10 Grand 1.2 AT - 2015,2015,used,Hatchback,52000,5,5,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,4,295000000
Mitsubishi, Mitsubishi Xpander 1.5 AT - 2021,2021,used,SUV,31000,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,585000000
Mitsubishi, Mitsubishi Xpander 1.5 AT - 2021,2021,used,SUV,31000,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,585000000
Kia, Kia Rio 1.4 AT - 2014,2014,used,Hatchback,60000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,6,358000000
Honda, Honda HRV RS - 2023,2023,new,Crossover,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,876000000
Ford, Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,new,SUV,0,5,7,Dầu,2.0,Số tự động,4WD - Dẫn động 4 bánh,null,1475000000
